age,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,onboard_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction,Gender_Male,customer_type_disloyal Customer,type_of_travel_Personal Travel,customer_class_Eco,customer_class_Eco Plus
52,1727,3,3,3,3,4,4,4,4,4,4,4,4,3,1,1,1,0,0,0,0,0
45,280,5,5,5,5,5,4,5,4,4,4,5,4,3,0,0,1,0,0,0,0,0
23,2475,4,0,4,3,4,4,4,4,2,4,5,5,4,0,0,1,0,1,0,0,0
40,399,5,4,4,4,5,5,5,2,2,5,1,5,5,0,0,1,0,0,0,1,0
39,1346,1,1,1,1,2,5,5,2,2,2,3,2,5,0,0,1,1,0,0,0,0
60,1989,0,4,0,4,3,5,4,1,1,1,5,1,4,0,0,1,1,0,0,0,0
31,1235,4,4,4,4,5,5,5,3,5,5,4,4,5,0,0,1,1,0,0,0,0
42,624,4,4,4,4,2,5,4,4,4,4,3,4,5,0,0,1,1,0,0,0,0
25,1532,1,1,2,1,5,5,5,4,5,4,4,5,5,0,0,1,0,0,0,0,0
44,794,4,1,4,4,5,4,4,1,4,1,4,1,3,0,0,1,0,0,1,0,1
44,2486,3,3,3,3,5,4,5,2,2,2,5,2,3,0,0,1,1,0,0,0,0
57,678,4,4,4,4,2,5,5,4,4,4,5,4,4,0,0,1,0,0,0,0,0
26,3232,1,1,1,1,3,4,3,3,5,1,2,5,3,5,0,1,1,0,0,0,0
74,174,5,1,1,1,1,3,2,5,5,5,5,5,2,0,0,1,0,0,0,0,1
27,462,4,3,3,3,4,4,4,4,1,2,3,4,4,0,0,1,1,0,0,1,0
61,2864,4,4,4,4,5,3,5,5,5,5,2,5,2,0,0,1,0,0,0,0,0
43,1416,4,4,4,4,4,4,5,3,3,3,3,3,5,0,0,1,0,0,0,0,0
27,2866,4,1,4,4,4,4,4,4,3,5,5,4,4,9,0,1,1,0,0,0,0
30,2090,3,3,3,3,2,2,2,3,4,5,3,4,2,0,2,1,1,0,0,0,0
45,2162,2,2,2,2,4,5,5,4,4,4,4,4,4,4,7,1,1,0,0,0,0
24,834,5,5,5,4,4,5,4,5,3,5,4,4,4,0,0,1,0,0,1,1,0
18,925,4,4,4,4,3,4,3,4,2,5,4,5,3,9,0,1,0,0,1,1,0
48,1212,3,3,3,3,4,4,4,4,4,4,3,4,3,9,0,1,1,0,0,0,0
52,2465,2,2,2,2,5,3,4,4,5,4,4,4,1,0,0,1,1,0,0,0,0
39,763,4,4,4,4,2,2,3,5,5,5,1,5,5,0,3,1,1,0,0,0,0
62,597,2,2,2,2,2,3,4,4,4,4,5,4,1,0,1,1,0,0,0,0,0
33,2370,3,3,3,3,5,4,4,4,4,4,4,4,4,12,8,1,0,0,0,0,0
39,2218,3,3,3,3,2,4,4,4,4,4,3,4,4,0,0,1,0,0,0,0,0
51,1464,3,3,3,3,3,5,4,4,4,4,5,4,3,0,0,1,0,0,0,0,0
21,601,0,4,0,4,3,0,3,2,3,1,4,3,3,0,0,1,1,0,0,1,0
47,2092,3,3,3,3,3,4,5,4,4,4,3,4,5,0,0,1,1,0,0,0,0
51,2505,4,4,3,4,5,1,1,5,5,5,4,5,1,0,0,1,0,0,0,0,0
69,147,0,1,0,4,4,0,4,4,4,3,2,3,4,0,0,1,1,0,1,1,0
54,333,4,2,1,1,3,1,2,4,1,5,1,4,3,0,0,1,0,0,1,1,0
18,679,4,5,4,4,1,4,1,5,3,4,3,4,1,13,0,1,1,0,1,1,0
40,1566,1,1,1,1,2,4,4,4,4,4,3,4,5,0,3,1,0,0,0,0,0
51,130,5,4,5,5,5,4,4,5,4,4,3,5,4,0,0,1,1,0,0,0,0
29,1947,2,2,2,2,5,5,5,3,3,5,4,5,5,0,0,1,0,0,0,0,0
23,2086,4,4,4,4,4,5,4,4,3,4,5,2,4,0,0,1,1,0,0,0,0
20,585,4,4,4,4,5,5,5,4,2,5,5,4,5,0,0,1,1,0,0,0,0
55,1748,3,3,3,3,2,4,4,4,4,4,4,4,3,5,5,1,1,0,0,0,0
35,544,4,2,2,2,4,4,4,5,5,1,2,3,4,0,0,1,1,0,0,0,1
18,1801,2,2,2,2,4,4,4,5,3,2,1,5,4,0,0,1,1,0,0,0,0
44,546,1,1,1,1,3,5,5,2,2,2,5,2,4,0,4,1,1,0,0,0,0
50,2297,5,5,5,5,2,4,5,4,5,4,3,4,3,2,4,1,1,0,0,0,0
22,577,5,0,5,3,5,5,5,5,3,5,3,4,5,9,0,1,1,1,0,0,0
59,2715,3,3,3,3,4,4,4,5,4,4,4,3,4,0,0,1,0,0,0,0,0
44,2521,3,3,4,3,2,4,5,4,4,4,1,4,5,15,10,1,0,0,0,0,0
21,1055,4,4,4,3,5,4,5,4,3,4,5,5,5,0,0,1,1,1,0,1,0
50,1985,4,4,4,4,4,4,4,5,5,5,3,5,5,0,0,1,1,0,0,0,0
44,192,0,4,0,3,5,0,5,3,2,4,3,4,5,0,0,1,1,0,1,1,0
37,1947,1,1,3,1,3,5,5,4,4,4,3,4,3,0,0,1,0,0,0,0,0
50,521,1,1,1,1,3,4,1,4,4,4,3,4,5,0,0,1,0,0,0,0,0
27,2708,5,5,1,5,3,4,3,5,4,5,3,1,3,19,8,1,0,0,0,0,0
37,3225,2,2,1,2,5,5,5,4,4,4,4,4,5,0,0,1,1,0,0,0,0
30,1005,5,5,5,5,5,5,5,2,4,4,5,3,5,0,0,1,1,0,0,0,1
30,2629,0,0,0,3,1,1,1,5,4,4,4,4,1,0,0,1,1,0,0,0,0
39,451,2,5,5,5,2,2,2,4,2,2,5,4,2,5,1,1,0,0,0,1,0
60,2741,2,2,2,2,2,4,5,5,5,3,1,5,3,0,0,1,1,0,0,0,0
46,1547,2,2,2,2,3,4,5,4,4,4,4,4,3,0,0,1,0,0,0,0,0
33,1237,2,2,4,2,4,4,4,5,2,4,2,3,4,1,0,1,1,0,0,0,0
25,2518,1,1,1,1,4,5,4,3,3,5,5,4,4,0,0,1,0,0,0,0,0
41,1635,1,1,1,1,3,3,4,4,4,4,5,4,5,1,0,1,1,0,0,0,0
44,1927,2,2,2,2,2,3,4,2,2,2,5,2,4,4,0,1,1,0,0,0,0
49,2754,3,3,5,3,3,4,4,5,5,5,5,5,3,11,0,1,1,0,0,0,0
54,3087,3,3,3,3,3,4,5,4,4,5,5,4,4,0,0,1,0,0,0,0,0
34,101,4,5,4,3,4,4,4,4,3,4,3,5,4,0,0,1,0,0,1,1,0
46,362,5,3,5,5,4,1,3,5,5,5,2,5,2,0,0,1,0,0,0,1,0
37,468,1,1,1,1,4,4,5,4,4,4,5,4,5,7,0,1,1,0,0,0,0
38,240,4,4,4,3,4,4,4,3,2,4,3,5,4,0,0,1,0,1,0,0,0
26,782,5,5,4,3,2,4,2,3,5,5,3,4,2,1,0,1,0,0,1,1,0
43,220,1,1,1,1,2,4,4,5,5,4,5,5,5,10,0,1,0,0,0,0,0
55,612,1,1,1,1,5,5,4,4,5,4,3,4,3,0,0,1,0,0,0,0,0
49,853,4,4,4,4,5,4,5,5,5,5,4,5,5,11,2,1,0,0,0,0,0
43,1390,2,2,2,2,3,5,4,4,4,4,5,4,3,0,6,1,1,0,0,0,0
33,1831,2,2,2,2,4,4,4,3,3,5,3,5,4,0,1,1,1,0,0,0,0
53,2561,5,5,5,5,4,5,5,5,5,5,5,5,4,4,3,1,0,0,0,0,0
46,315,0,0,0,4,5,4,4,4,4,4,4,4,5,0,0,1,0,0,0,0,0
29,1794,4,4,2,4,5,5,5,4,5,4,5,4,5,0,0,1,1,0,0,0,0
56,2404,4,4,4,4,3,5,5,5,5,5,5,5,5,18,4,1,1,0,0,0,0
44,2454,4,4,4,4,2,4,4,2,2,2,5,2,5,0,0,1,0,0,0,0,0
13,1065,4,1,4,4,5,4,5,4,5,4,3,4,5,0,3,1,1,0,1,1,0
50,2215,2,2,2,2,3,4,4,5,5,5,3,5,3,25,12,1,0,0,0,0,0
51,666,2,2,2,2,4,4,5,5,5,5,5,5,3,0,0,1,0,0,0,0,0
25,1190,4,4,4,4,4,4,4,5,1,1,3,2,4,0,0,1,1,0,0,1,0
12,1069,4,0,4,3,1,4,1,5,3,4,4,5,1,0,0,1,0,1,0,0,0
44,3571,4,4,4,4,3,5,4,5,5,5,5,5,5,10,0,1,0,0,0,0,0
42,2888,0,0,0,2,5,4,5,3,3,3,5,3,4,0,0,1,0,0,0,0,0
42,722,2,2,2,2,2,5,5,4,4,4,4,4,4,0,10,1,0,0,0,0,0
41,1786,4,1,4,4,5,2,2,4,4,4,2,4,4,0,0,1,1,0,0,0,0
51,3314,3,3,3,3,2,2,3,5,5,5,2,5,5,0,0,1,1,0,0,0,0
54,192,5,4,4,4,2,5,2,5,5,5,3,5,2,0,0,1,0,0,0,1,0
34,507,1,1,1,1,5,5,5,5,5,5,4,5,5,1,0,1,1,0,0,0,0
26,2465,4,4,4,4,4,4,4,1,5,3,2,2,4,0,0,1,1,0,0,0,0
58,2553,2,2,2,2,2,4,4,5,5,5,3,5,4,9,3,1,1,0,0,0,0
44,1621,4,4,4,4,3,5,4,5,5,5,4,5,5,0,0,1,1,0,0,0,0
32,920,4,4,4,4,2,2,2,3,4,5,3,4,2,0,0,1,1,0,0,0,0
28,1486,4,4,4,4,4,4,4,4,3,4,5,5,4,2,0,1,1,1,0,0,0
57,2238,1,1,1,1,4,5,5,4,4,4,5,4,4,0,0,1,1,0,0,0,0
32,2350,1,1,1,1,4,4,4,4,4,1,4,3,4,0,5,1,0,0,0,0,0
38,1620,3,3,3,3,1,1,5,4,4,4,3,4,3,0,0,1,1,0,0,0,0
33,358,2,2,2,2,3,3,3,1,5,5,3,5,3,0,1,1,1,0,0,0,0
34,594,1,1,1,1,2,5,4,5,5,5,4,5,4,3,0,1,0,0,0,0,0
30,1598,0,5,0,3,3,0,3,4,3,4,3,5,3,16,0,1,0,0,1,1,0
46,1747,2,2,2,2,4,5,5,4,4,4,3,4,5,0,0,1,1,0,0,0,0
28,933,0,0,0,2,4,0,1,4,3,3,2,1,4,0,0,1,0,0,0,0,1
53,2125,5,5,5,5,5,5,5,4,4,4,4,4,5,0,0,1,1,0,0,0,0
18,1303,4,2,4,3,3,4,3,1,3,3,3,3,3,0,0,1,1,0,1,0,1
24,985,2,2,2,4,3,2,3,5,3,4,3,4,3,7,1,1,1,1,0,1,0
36,2253,3,3,1,3,2,4,2,5,5,5,3,5,2,0,0,1,1,0,0,0,0
36,545,2,2,2,2,4,4,4,5,5,5,4,5,3,17,6,1,1,0,0,0,0
34,237,4,5,4,2,1,4,1,3,4,4,5,4,1,0,0,1,0,0,1,1,0
49,1824,1,1,1,1,3,4,5,5,5,5,5,5,5,0,0,1,0,0,0,0,0
20,337,0,0,0,2,2,0,2,4,4,4,2,4,2,0,0,1,0,1,0,1,0
42,3287,1,1,1,1,3,5,5,4,5,4,5,4,4,0,0,1,1,0,0,0,0
20,366,5,4,5,1,2,5,2,5,3,4,5,5,2,0,0,1,0,1,0,0,0
34,145,0,0,0,2,5,0,5,5,5,1,1,3,5,0,0,1,1,0,0,1,0
39,1961,1,1,1,1,5,5,4,4,4,4,5,4,5,0,0,1,1,0,0,0,0
50,1751,2,2,2,2,2,4,5,5,5,5,3,5,5,0,0,1,1,0,0,0,0
28,3559,1,1,3,1,4,4,4,1,1,1,5,5,4,0,0,1,0,0,0,0,0
26,817,5,5,5,5,3,3,3,4,3,2,3,5,3,2,3,1,1,0,0,0,0
17,1072,5,5,5,4,4,5,4,3,4,5,3,4,4,0,0,1,0,1,0,1,0
44,2795,3,3,3,3,2,4,4,4,4,4,4,4,5,0,0,1,1,0,0,0,0
38,1617,2,2,2,2,5,4,4,2,2,2,1,2,1,0,0,1,1,0,0,0,0
12,912,4,0,4,5,3,4,3,4,4,4,3,4,3,0,0,1,1,1,0,0,0
47,151,0,4,0,2,4,4,5,2,2,2,5,2,5,1,0,1,0,0,0,0,0
60,1672,3,3,3,3,5,5,4,5,5,5,3,5,5,0,0,1,0,0,0,0,0
53,1013,1,1,1,1,5,4,4,5,5,5,3,5,4,0,0,1,0,0,0,0,0
57,2556,1,1,5,1,2,5,4,5,5,5,4,5,5,0,0,1,0,0,0,0,0
52,2564,5,5,5,5,2,4,5,5,5,5,3,5,3,0,0,1,1,0,0,0,0
47,533,5,3,3,3,5,5,5,1,3,1,4,4,5,0,0,1,1,0,0,1,0
25,1214,4,4,4,4,4,4,4,5,1,2,1,1,4,0,0,1,1,0,0,0,0
22,1731,1,1,1,1,3,3,3,2,5,3,2,5,3,1,0,1,0,0,0,0,0
52,1734,3,3,3,3,3,1,1,4,4,4,2,4,4,2,0,1,1,0,0,0,0
36,289,1,1,1,1,3,5,4,5,5,5,2,5,2,0,10,1,0,0,0,0,0
60,2586,4,2,4,4,4,2,2,3,4,4,2,1,2,0,0,1,1,0,1,1,0
37,328,5,5,5,5,5,2,1,5,5,5,2,5,5,1,0,1,0,0,0,0,0
39,1182,1,1,1,1,4,4,5,4,4,4,4,4,5,0,0,1,1,0,0,0,0
45,1605,3,5,3,3,4,5,4,5,5,5,3,5,3,0,0,1,0,0,0,0,0
63,347,4,4,4,4,1,3,2,5,5,5,4,5,1,0,0,1,1,0,0,0,0
23,1576,3,3,3,3,4,4,4,5,1,4,3,1,4,0,0,1,0,0,0,0,0
58,1834,1,1,1,1,3,4,4,4,4,4,4,4,3,0,0,1,0,0,0,0,0
27,903,5,2,5,5,5,5,5,3,4,5,3,4,5,0,1,1,1,0,0,0,0
40,2425,4,4,2,4,2,2,5,5,5,5,2,5,3,0,0,1,0,0,0,0,0
56,2434,3,3,3,3,4,4,4,4,5,5,4,4,4,3,4,1,0,0,0,0,0
48,1986,2,2,2,2,5,5,5,4,4,4,3,4,3,0,0,1,0,0,0,0,0
45,2153,4,4,4,4,5,4,5,5,5,5,3,5,5,0,0,1,0,0,0,0,0
57,1399,2,2,1,2,3,5,5,5,5,5,4,5,4,0,0,1,1,0,0,0,0
33,558,2,2,2,2,1,2,1,2,5,1,5,3,1,0,0,1,1,0,0,0,0
57,2298,5,5,5,5,5,4,5,5,5,5,3,5,5,9,10,1,1,0,0,0,0
25,371,0,4,0,3,4,0,1,1,3,4,2,3,4,6,0,1,1,0,1,1,0
58,3134,1,1,1,1,4,4,4,3,4,3,5,3,3,0,0,1,0,0,0,0,0
27,850,4,4,4,4,5,5,5,4,3,4,4,4,5,6,0,1,0,0,0,0,0
39,2083,2,2,2,2,5,4,5,5,5,5,3,5,3,0,0,1,0,0,0,0,0
33,1840,5,5,5,5,4,4,5,3,5,4,5,4,4,0,0,1,1,0,0,0,0
50,2153,1,1,1,1,4,4,4,4,5,4,4,4,5,6,0,1,0,0,0,0,0
25,679,4,5,4,3,5,4,5,3,5,5,3,5,5,0,0,1,1,1,0,0,0
15,1389,4,4,3,4,5,5,5,4,3,4,5,4,5,0,0,1,0,0,0,0,0
19,401,4,3,3,3,4,4,5,1,2,2,5,2,4,0,0,1,1,0,0,0,1
53,2288,5,5,5,5,3,3,2,5,5,5,1,5,5,2,0,1,0,0,0,0,0
62,1258,4,2,3,1,2,2,2,4,3,4,2,4,4,0,0,1,0,0,1,0,0
47,2349,4,3,3,3,5,4,5,5,1,3,5,4,5,0,0,1,1,0,0,1,0
38,3018,2,2,2,2,1,1,2,4,4,4,4,4,2,0,0,1,1,0,0,0,0
59,2478,4,4,4,4,2,4,5,4,4,4,4,4,5,0,0,1,0,0,0,0,0
25,383,5,0,5,3,4,5,3,3,5,5,5,4,4,0,0,1,1,1,0,0,0
52,550,5,5,5,5,5,4,4,5,5,5,3,5,4,0,0,1,1,0,0,0,0
24,363,4,4,4,4,4,4,5,2,3,2,4,4,4,0,0,1,0,0,0,1,0
19,1832,5,5,5,5,4,4,4,4,3,1,1,2,4,0,0,1,0,0,0,0,0
15,1399,1,1,1,1,5,5,5,1,3,2,5,5,5,6,0,1,1,0,0,0,0
48,3175,2,5,2,2,4,5,4,4,5,4,4,4,3,0,5,1,0,0,0,0,0
25,2994,4,4,4,4,5,5,5,3,2,5,3,4,5,12,0,1,1,0,0,0,0
41,2296,5,5,5,5,2,4,4,5,5,5,3,5,4,0,0,1,1,0,0,0,0
43,372,4,4,4,1,2,4,2,3,4,4,5,4,2,3,0,1,0,1,0,0,0
31,350,5,5,5,5,5,5,5,3,1,1,3,4,5,0,0,1,1,0,0,1,0
59,226,5,4,4,4,5,5,5,5,1,1,5,4,5,0,0,1,1,0,0,1,0
45,1732,4,4,4,4,4,3,4,4,4,4,4,4,5,0,0,1,0,0,0,0,0
58,300,0,0,0,2,5,3,1,3,3,3,2,3,4,0,0,1,1,0,0,0,0
48,2497,4,4,4,4,4,4,4,5,5,5,5,5,4,0,0,1,0,0,0,0,0
68,552,5,3,3,3,4,2,3,5,5,5,3,5,2,5,0,1,0,0,0,0,1
57,650,5,5,5,5,4,5,5,4,4,4,3,4,3,0,0,1,0,0,0,0,0
31,258,5,3,5,3,2,5,2,2,5,4,2,3,2,0,4,1,1,0,1,1,0
31,3392,3,3,3,3,4,4,4,5,2,4,3,5,4,0,1,1,0,0,0,0,0
42,2248,5,5,5,5,4,5,5,4,4,4,3,4,5,11,0,1,1,0,0,0,0
49,77,4,2,2,2,2,4,3,4,4,4,3,4,4,0,0,1,0,0,0,1,0
41,1258,2,2,2,2,5,5,4,4,4,4,5,4,5,6,0,1,0,0,0,0,0
51,1726,3,3,3,3,2,4,4,5,5,5,3,5,3,0,0,1,1,0,0,0,0
23,671,4,4,4,4,4,4,4,4,2,4,5,5,4,6,0,1,0,0,0,0,0
34,3440,1,1,2,1,2,4,4,5,5,5,5,5,5,0,0,1,1,0,0,0,0
36,1899,1,1,1,1,2,2,3,4,4,4,2,4,2,0,0,1,0,0,0,0,0
51,1120,3,3,3,3,2,5,4,4,4,4,4,4,3,0,0,1,0,0,0,0,0
41,285,4,4,4,4,4,5,2,5,5,5,4,5,1,0,0,1,1,0,0,0,0
44,2243,1,1,4,1,5,4,5,4,4,4,3,4,3,0,0,1,1,0,0,0,0
42,2896,2,2,2,2,5,4,4,4,4,4,4,4,3,6,0,1,0,0,0,0,0
54,577,3,3,3,3,2,5,4,4,4,4,3,4,5,2,0,1,1,0,0,0,0
53,3358,2,2,4,2,3,5,5,5,5,5,5,5,5,0,0,1,1,0,0,0,0
22,507,4,0,4,4,5,4,5,4,3,5,5,4,5,25,12,1,1,1,0,0,0
58,862,4,4,4,4,2,4,5,4,4,1,4,4,3,3,5,1,0,0,1,1,0
63,3129,5,5,5,5,5,4,4,4,4,4,3,4,4,0,0,1,1,0,0,0,0
49,3354,5,5,5,5,3,5,4,5,5,5,5,5,3,0,0,1,1,0,0,0,0
45,748,5,4,4,4,5,5,5,1,4,3,2,1,5,0,0,1,1,0,0,1,0
47,132,4,2,2,2,5,4,3,4,4,4,4,4,3,0,0,1,0,0,0,1,0
47,3450,2,2,2,2,3,4,4,4,4,4,5,4,3,0,0,1,0,0,0,0,0
11,1262,4,4,4,3,2,4,2,4,5,4,5,4,2,4,0,1,0,1,0,1,0
32,2230,3,3,5,3,4,5,4,5,4,5,4,5,4,0,0,1,1,0,0,0,0
47,521,0,5,0,3,3,4,4,1,0,3,3,1,4,0,0,1,1,0,1,0,0
27,2010,3,3,3,3,4,4,4,5,3,5,3,5,4,0,0,1,1,0,0,0,0
28,1423,5,4,4,4,4,1,1,5,4,4,1,4,1,8,0,1,1,1,0,0,0
41,1158,0,4,0,2,4,0,4,4,2,5,5,5,4,4,7,1,0,0,1,1,0
42,601,1,1,1,1,5,5,5,4,4,4,4,4,4,0,0,1,1,0,0,0,0
56,3666,1,1,1,1,2,5,5,5,5,5,5,5,4,4,0,1,0,0,0,0,0
49,302,2,2,2,2,5,4,5,5,5,5,5,5,5,0,0,1,0,0,0,0,0
45,102,4,3,4,3,4,4,4,1,2,5,4,1,4,1,4,1,1,0,0,1,0
45,3158,4,4,4,4,5,3,2,2,2,2,5,2,4,0,0,1,0,0,0,0,0
15,930,4,4,4,4,2,4,2,2,2,4,4,1,2,0,0,1,0,1,0,1,0
22,591,5,1,5,5,5,4,5,5,5,1,1,1,5,0,0,1,1,0,0,1,0
58,266,4,0,4,1,5,4,5,2,5,3,2,3,5,0,0,1,0,1,0,1,0
43,3656,5,5,5,5,4,2,4,2,2,2,2,2,3,1,0,1,0,0,0,0,0
37,541,3,3,3,3,5,5,5,2,2,2,5,2,5,0,8,1,1,0,0,0,0
25,522,2,2,3,2,5,5,5,3,4,2,4,2,5,0,0,1,1,0,0,0,0
25,3612,1,1,1,1,5,5,5,3,4,4,3,5,5,0,3,1,1,0,0,0,0
55,2426,4,4,2,4,5,5,4,4,4,4,4,4,3,3,0,1,1,0,0,0,0
46,337,2,2,5,2,5,4,5,5,5,5,4,5,5,1,0,1,0,0,0,0,0
45,365,3,3,3,3,4,4,5,4,4,4,3,4,3,0,0,1,0,0,0,0,0
19,787,4,4,4,4,4,4,3,4,1,3,2,5,4,3,0,1,1,0,0,1,0
34,1607,3,3,4,3,4,4,5,2,2,2,3,2,3,0,0,1,0,0,0,0,0
39,712,1,1,3,1,3,5,4,2,2,2,3,2,4,0,0,1,0,0,0,0,0
52,1065,5,5,5,5,2,4,5,4,5,4,4,4,5,0,0,1,0,0,0,0,0
56,304,1,1,1,1,5,4,4,4,4,4,4,4,4,0,0,1,0,0,0,0,0
37,163,2,2,2,2,2,2,2,5,5,5,3,5,1,0,0,1,1,0,0,0,0
34,188,0,4,0,2,4,0,4,1,3,5,3,3,4,0,0,1,1,0,1,1,0
27,787,4,4,4,4,5,5,5,4,3,4,4,5,5,1,0,1,0,0,0,0,0
50,692,4,1,4,3,1,2,3,3,4,3,1,3,1,15,5,1,0,0,1,1,0
41,907,3,3,3,3,4,5,5,5,5,5,5,5,5,0,0,1,0,0,0,0,0
41,293,1,1,4,1,2,4,4,4,4,4,5,4,4,0,0,1,0,0,0,0,0
47,102,5,5,3,3,1,4,1,5,5,5,1,5,1,0,0,1,0,0,0,1,0
17,409,0,2,0,5,1,0,1,3,2,5,5,4,1,0,0,1,1,1,0,0,0
27,488,1,1,4,1,2,2,2,3,5,4,4,4,2,9,3,1,0,0,0,0,0
55,738,5,5,5,5,5,5,5,4,5,2,5,2,5,0,0,1,1,0,0,1,0
37,2408,3,3,3,3,3,3,2,5,5,5,5,5,1,0,0,1,0,0,0,0,0
29,919,4,4,4,3,5,4,5,3,2,4,3,4,5,4,0,1,1,1,0,0,0
49,3332,5,5,5,5,5,4,5,4,4,4,5,4,5,0,0,1,0,0,0,0,0
52,1598,3,3,3,3,2,5,4,3,3,3,3,3,3,0,0,1,1,0,0,0,0
55,84,5,2,2,2,5,5,5,1,5,2,3,3,5,0,0,1,1,0,0,1,0
39,3226,3,3,3,3,3,4,4,4,4,4,5,4,3,0,0,1,0,0,0,0,0
46,188,4,4,4,4,5,5,2,4,4,4,3,4,1,0,0,1,0,0,0,1,0
42,1633,4,4,4,4,5,5,5,4,4,4,3,4,5,7,0,1,1,0,0,0,0
54,678,4,4,4,4,5,4,5,4,5,4,3,4,4,0,0,1,1,0,0,0,0
16,769,4,4,5,4,4,5,4,3,1,5,1,1,4,0,0,1,1,0,1,1,0
49,1587,2,2,2,2,3,4,4,5,5,5,3,5,3,0,0,1,1,0,0,0,0
7,687,4,5,4,1,5,4,5,3,5,4,5,5,5,0,0,1,0,0,1,1,0
51,3382,3,3,5,3,5,5,5,4,4,4,5,4,4,0,0,1,1,0,0,0,0
54,395,5,5,5,5,4,5,4,5,5,5,5,5,3,0,0,1,0,0,0,0,0
41,436,4,4,4,4,5,4,5,4,4,4,4,4,5,0,3,1,0,0,0,0,0
26,391,5,5,5,2,3,5,3,4,4,5,3,5,3,0,0,1,0,0,1,1,0
46,2378,3,3,3,3,4,4,4,2,5,2,4,3,4,0,1,1,1,0,0,0,0
51,1491,3,3,3,3,3,4,4,4,4,4,3,4,4,21,4,1,1,0,0,0,0
57,3560,0,5,0,2,5,5,1,2,2,2,5,2,4,0,5,1,1,0,0,0,0
41,3477,4,4,4,4,5,4,5,4,4,4,5,4,3,0,0,1,1,0,0,0,0
52,1703,0,1,1,2,4,4,4,4,4,4,4,4,3,0,0,1,0,0,0,0,0
43,1773,2,4,2,2,3,3,4,4,4,4,4,4,4,4,1,1,0,0,0,0,0
45,223,4,2,4,3,3,3,4,1,4,1,3,1,2,5,4,1,0,0,1,1,0
11,273,4,2,5,3,4,5,4,4,3,3,2,3,4,0,0,1,0,0,1,1,0
44,306,0,0,0,3,5,4,4,3,3,5,5,3,4,4,0,1,1,0,0,0,0
47,2433,3,3,4,3,3,5,5,2,2,2,4,2,5,0,0,1,1,0,0,0,0
46,328,5,1,1,1,5,5,5,5,5,4,4,4,5,1,4,1,1,0,0,1,0
26,2277,5,2,2,2,5,5,5,3,3,4,2,5,5,0,0,1,0,0,0,1,0
36,812,3,3,3,3,5,5,4,1,2,1,3,1,3,0,0,1,1,0,0,0,0
21,2065,0,4,0,2,4,0,4,4,2,5,3,4,4,1,0,1,0,1,0,0,1
45,3147,4,4,5,4,2,5,5,4,3,4,5,4,5,0,0,1,0,0,0,0,0
37,404,5,5,5,5,3,5,3,4,3,4,5,5,3,0,2,1,0,1,0,0,0
24,697,4,5,4,1,1,4,1,4,2,4,3,5,1,0,6,1,1,1,0,0,0
37,628,3,3,3,3,3,4,4,4,4,4,5,4,5,0,0,1,0,0,0,0,0
18,158,5,0,5,4,3,5,5,5,2,4,4,5,3,0,0,1,0,1,0,1,0
46,907,4,3,2,3,1,1,1,5,4,5,1,5,2,0,0,1,0,0,0,0,1
32,589,4,1,1,1,5,5,5,5,1,2,1,2,5,6,7,1,0,0,0,0,1
48,2398,2,2,2,2,5,4,5,5,5,5,5,5,3,0,0,1,0,0,0,0,0
24,194,4,3,4,1,5,4,5,1,2,1,4,3,5,2,0,1,0,1,0,0,0
44,2040,1,1,3,1,4,4,4,4,4,4,5,4,4,0,5,1,1,0,0,0,0
38,1937,1,1,1,1,2,5,4,5,5,5,5,5,4,0,0,1,0,0,0,0,0
41,3215,1,1,1,1,5,4,5,4,4,4,3,4,4,8,8,1,0,0,0,0,0
59,907,5,3,3,3,1,1,1,4,5,4,1,4,5,0,0,1,0,0,0,1,0
45,102,4,1,1,1,4,1,2,4,4,4,1,4,3,0,0,1,0,0,0,1,0
20,224,5,3,5,2,4,5,3,3,5,5,3,4,4,0,0,1,1,1,0,0,0
45,483,5,5,3,5,3,2,5,3,3,3,1,3,2,0,0,1,1,0,0,0,0
69,317,5,3,4,4,1,2,1,4,5,4,3,4,4,0,0,1,0,0,0,0,1
50,2279,5,5,5,5,5,3,4,5,5,5,5,5,4,0,0,1,0,0,0,0,0
43,2481,3,3,3,3,5,5,4,5,5,5,3,5,3,0,0,1,1,0,0,0,0
35,2342,5,5,5,5,4,3,4,5,5,5,5,5,5,0,0,1,1,0,0,0,0
58,116,3,3,3,3,5,2,3,4,4,5,4,4,4,0,0,1,0,0,0,0,0
20,883,3,3,3,3,4,4,4,5,5,4,3,5,4,14,0,1,0,0,0,0,0
37,373,4,1,4,1,4,4,4,5,5,4,2,4,4,11,0,1,0,0,0,1,0
35,1096,4,5,5,5,4,4,4,4,2,3,1,4,4,0,0,1,1,0,0,1,0
58,226,4,4,4,4,4,5,4,5,5,5,4,5,4,0,0,1,1,0,0,0,0
22,397,5,0,5,3,4,5,4,3,3,4,3,4,4,0,0,1,0,1,0,1,0
45,1636,5,5,4,5,4,5,4,5,5,5,3,5,4,0,0,1,1,0,0,0,0
40,834,4,1,1,1,4,4,4,1,4,3,5,1,4,0,0,1,1,0,0,1,0
